Place_Id,Place_Name,User_Id,Place_Ratings
10,Pulau Tidung,247,2
10,Pulau Tidung,258,2
10,Pulau Tidung,265,3
10,Pulau Tidung,283,2
10,Pulau Tidung,290,3
11,Pulau Bidadari,11,3
11,Pulau Bidadari,14,2
11,Pulau Bidadari,17,3
11,Pulau Bidadari,56,2
11,Pulau Bidadari,74,1
11,Pulau Bidadari,78,2
11,Pulau Bidadari,86,5
11,Pulau Bidadari,107,2
11,Pulau Bidadari,120,2
11,Pulau Bidadari,135,2
11,Pulau Bidadari,149,1
11,Pulau Bidadari,170,4
11,Pulau Bidadari,184,1
11,Pulau Bidadari,194,1
11,Pulau Bidadari,213,2
11,Pulau Bidadari,223,4
11,Pulau Bidadari,238,3
11,Pulau Bidadari,247,3
11,Pulau Bidadari,249,1
11,Pulau Bidadari,262,5
11,Pulau Bidadari,263,1
11,Pulau Bidadari,279,5
11,Pulau Bidadari,282,3
11,Pulau Bidadari,294,4
12,Pulau Pari,10,2
12,Pulau Pari,61,4
12,Pulau Pari,79,2
12,Pulau Pari,88,4
12,Pulau Pari,169,1
12,Pulau Pari,184,4
12,Pulau Pari,195,1
12,Pulau Pari,198,1
12,Pulau Pari,205,4
12,Pulau Pari,216,5
12,Pulau Pari,217,4
12,Pulau Pari,222,4
12,Pulau Pari,223,1
12,Pulau Pari,245,2
12,Pulau Pari,299,3
13,Pulau Pramuka,7,2
13,Pulau Pramuka,52,1
13,Pulau Pramuka,58,1
13,Pulau Pramuka,75,5
13,Pulau Pramuka,79,5
13,Pulau Pramuka,83,2
13,Pulau Pramuka,88,1
13,Pulau Pramuka,91,5
13,Pulau Pramuka,125,1
13,Pulau Pramuka,130,5
13,Pulau Pramuka,140,4
13,Pulau Pramuka,146,1
13,Pulau Pramuka,162,4
13,Pulau Pramuka,168,5
13,Pulau Pramuka,170,3
13,Pulau Pramuka,196,1
13,Pulau Pramuka,198,3
13,Pulau Pramuka,211,2
13,Pulau Pramuka,223,4
13,Pulau Pramuka,238,1
13,Pulau Pramuka,239,5
13,Pulau Pramuka,250,2
13,Pulau Pramuka,250,1
13,Pulau Pramuka,296,2
13,Pulau Pramuka,299,1
14,Pulau Pelangi,4,5
14,Pulau Pelangi,25,5
14,Pulau Pelangi,26,5
14,Pulau Pelangi,44,4
14,Pulau Pelangi,79,3
14,Pulau Pelangi,113,4
14,Pulau Pelangi,119,1
14,Pulau Pelangi,150,4
14,Pulau Pelangi,151,5
14,Pulau Pelangi,187,1
14,Pulau Pelangi,202,4
14,Pulau Pelangi,204,4
14,Pulau Pelangi,217,2
14,Pulau Pelangi,226,2
14,Pulau Pelangi,229,4
14,Pulau Pelangi,251,3
14,Pulau Pelangi,264,1
14,Pulau Pelangi,288,5
15,Pasar Seni,1,3
15,Pasar Seni,4,4
15,Pasar Seni,19,4
15,Pasar Seni,26,2
15,Pasar Seni,26,2
15,Pasar Seni,47,2
15,Pasar Seni,63,1
15,Pasar Seni,64,5
15,Pasar Seni,71,2
15,Pasar Seni,93,2
15,Pasar Seni,98,4
15,Pasar Seni,120,1
15,Pasar Seni,131,1
15,Pasar Seni,142,2
15,Pasar Seni,147,1
15,Pasar Seni,162,4
15,Pasar Seni,194,3
15,Pasar Seni,238,4
15,Pasar Seni,240,3
15,Pasar Seni,244,1
15,Pasar Seni,245,5
15,Pasar Seni,256,4
15,Pasar Seni,262,1
15,Pasar Seni,297,1
15,Pasar Seni,298,5
16,Jembatan Kota Intan,17,4
16,Jembatan Kota Intan,28,4
16,Jembatan Kota Intan,34,5
16,Jembatan Kota Intan,34,5
16,Jembatan Kota Intan,51,1
16,Jembatan Kota Intan,54,3
16,Jembatan Kota Intan,54,1
16,Jembatan Kota Intan,58,4
16,Jembatan Kota Intan,113,3
16,Jembatan Kota Intan,120,2
16,Jembatan Kota Intan,121,3
16,Jembatan Kota Intan,134,4
16,Jembatan Kota Intan,153,1
16,Jembatan Kota Intan,177,5
16,Jembatan Kota Intan,182,1
16,Jembatan Kota Intan,197,4
16,Jembatan Kota Intan,212,1
16,Jembatan Kota Intan,239,3
16,Jembatan Kota Intan,266,4
16,Jembatan Kota Intan,286,5
16,Jembatan Kota Intan,294,2
17,Museum Fatahillah,3,5
17,Museum Fatahillah,22,3
17,Museum Fatahillah,38,3
17,Museum Fatahillah,57,1
17,Museum Fatahillah,74,1
17,Museum Fatahillah,93,3
17,Museum Fatahillah,95,3
17,Museum Fatahillah,110,3
17,Museum Fatahillah,119,2
17,Museum Fatahillah,123,4
17,Museum Fatahillah,152,4
17,Museum Fatahillah,155,5
17,Museum Fatahillah,168,5
17,Museum Fatahillah,174,1
17,Museum Fatahillah,184,2
17,Museum Fatahillah,186,1
17,Museum Fatahillah,215,2
17,Museum Fatahillah,216,2
17,Museum Fatahillah,234,2
17,Museum Fatahillah,236,2
17,Museum Fatahillah,236,5
17,Museum Fatahillah,240,3
17,Museum Fatahillah,242,2
17,Museum Fatahillah,248,3
17,Museum Fatahillah,267,5
17,Museum Fatahillah,270,5
17,Museum Fatahillah,272,4
17,Museum Fatahillah,287,5
18,Museum Bank Indonesia,2,5
18,Museum Bank Indonesia,10,5
18,Museum Bank Indonesia,22,5
18,Museum Bank Indonesia,23,4
18,Museum Bank Indonesia,58,1
18,Museum Bank Indonesia,65,4
18,Museum Bank Indonesia,69,1
18,Museum Bank Indonesia,98,1
18,Museum Bank Indonesia,115,5
18,Museum Bank Indonesia,138,3
18,Museum Bank Indonesia,153,2
18,Museum Bank Indonesia,163,3
18,Museum Bank Indonesia,185,4
18,Museum Bank Indonesia,186,4
18,Museum Bank Indonesia,207,3
18,Museum Bank Indonesia,211,4
18,Museum Bank Indonesia,218,4
18,Museum Bank Indonesia,251,3
18,Museum Bank Indonesia,279,5
18,Museum Bank Indonesia,291,2
18,Museum Bank Indonesia,296,4
19,Kidzania,17,2
19,Kidzania,29,3
19,Kidzania,51,1
19,Kidzania,56,5
19,Kidzania,59,4
19,Kidzania,66,1
19,Kidzania,103,5
19,Kidzania,123,1
19,Kidzania,131,1
19,Kidzania,142,1
19,Kidzania,142,3
19,Kidzania,151,1
19,Kidzania,192,5
19,Kidzania,196,2
19,Kidzania,223,5
19,Kidzania,229,3
19,Kidzania,229,4
19,Kidzania,229,2
19,Kidzania,239,1
19,Kidzania,240,1
19,Kidzania,280,2
20,Museum Taman Prasasti,1,4
20,Museum Taman Prasasti,13,2
20,Museum Taman Prasasti,45,5
20,Museum Taman Prasasti,47,1
20,Museum Taman Prasasti,61,4
20,Museum Taman Prasasti,73,2
20,Museum Taman Prasasti,74,1
20,Museum Taman Prasasti,107,4
20,Museum Taman Prasasti,136,4
20,Museum Taman Prasasti,153,4
20,Museum Taman Prasasti,165,5
20,Museum Taman Prasasti,173,4
20,Museum Taman Prasasti,176,1
20,Museum Taman Prasasti,208,5
20,Museum Taman Prasasti,234,1
20,Museum Taman Prasasti,243,1
20,Museum Taman Prasasti,258,1
20,Museum Taman Prasasti,261,4
20,Museum Taman Prasasti,291,4
21,Museum Wayang,1,2
21,Museum Wayang,15,2
21,Museum Wayang,20,3
21,Museum Wayang,40,4
21,Museum Wayang,44,4
21,Museum Wayang,63,4
21,Museum Wayang,66,1
21,Museum Wayang,101,2
21,Museum Wayang,116,1
21,Museum Wayang,118,4
21,Museum Wayang,125,2
21,Museum Wayang,137,4
21,Museum Wayang,169,5
21,Museum Wayang,176,5
21,Museum Wayang,193,2
21,Museum Wayang,221,4
21,Museum Wayang,232,1
21,Museum Wayang,237,4
21,Museum Wayang,239,4
21,Museum Wayang,264,4
21,Museum Wayang,269,4
21,Museum Wayang,283,4
21,Museum Wayang,290,3
21,Museum Wayang,296,3
21,Museum Wayang,299,5
22,Masjid Istiqlal,20,3
22,Masjid Istiqlal,44,4
22,Masjid Istiqlal,63,3
22,Masjid Istiqlal,72,3
22,Masjid Istiqlal,73,2
22,Masjid Istiqlal,112,1
22,Masjid Istiqlal,131,2
22,Masjid Istiqlal,135,5
22,Masjid Istiqlal,158,1
22,Masjid Istiqlal,163,1
22,Masjid Istiqlal,172,3
22,Masjid Istiqlal,180,5
22,Masjid Istiqlal,188,3
22,Masjid Istiqlal,188,3
22,Masjid Istiqlal,196,5
22,Masjid Istiqlal,206,1
22,Masjid Istiqlal,232,1
22,Masjid Istiqlal,258,4
22,Masjid Istiqlal,263,2
22,Masjid Istiqlal,282,5
22,Masjid Istiqlal,290,4
23,Gereja Katedral,2,3
23,Gereja Katedral,10,2
23,Gereja Katedral,15,5
23,Gereja Katedral,33,3
23,Gereja Katedral,36,5
23,Gereja Katedral,45,4
23,Gereja Katedral,53,1
23,Gereja Katedral,57,3
23,Gereja Katedral,60,1
23,Gereja Katedral,66,2
23,Gereja Katedral,67,2
23,Gereja Katedral,91,1
23,Gereja Katedral,107,4
23,Gereja Katedral,115,5
23,Gereja Katedral,155,2
23,Gereja Katedral,162,2
23,Gereja Katedral,181,4
23,Gereja Katedral,185,4
23,Gereja Katedral,195,2
23,Gereja Katedral,237,1
23,Gereja Katedral,265,2
23,Gereja Katedral,285,3
23,Gereja Katedral,297,1
24,Museum Nasional,3,4
24,Museum Nasional,22,5
24,Museum Nasional,24,2
24,Museum Nasional,34,4
24,Museum Nasional,36,3
24,Museum Nasional,40,5
24,Museum Nasional,47,2
24,Museum Nasional,49,3
24,Museum Nasional,54,4
24,Museum Nasional,54,2
24,Museum Nasional,66,4
24,Museum Nasional,119,3
24,Museum Nasional,132,3
24,Museum Nasional,163,4
24,Museum Nasional,164,5
24,Museum Nasional,182,3
24,Museum Nasional,188,1
24,Museum Nasional,196,4
24,Museum Nasional,196,4
24,Museum Nasional,245,2
24,Museum Nasional,254,1
24,Museum Nasional,270,5
24,Museum Nasional,274,4
24,Museum Nasional,281,1
24,Museum Nasional,288,3
25,Pasar Tanah Abang,8,5
25,Pasar Tanah Abang,61,2
25,Pasar Tanah Abang,65,1
25,Pasar Tanah Abang,65,5
25,Pasar Tanah Abang,88,2
25,Pasar Tanah Abang,91,1
25,Pasar Tanah Abang,97,2
25,Pasar Tanah Abang,111,3
25,Pasar Tanah Abang,116,5
25,Pasar Tanah Abang,131,1
25,Pasar Tanah Abang,136,1
25,Pasar Tanah Abang,146,1
25,Pasar Tanah Abang,175,3
25,Pasar Tanah Abang,182,1
25,Pasar Tanah Abang,191,3
25,Pasar Tanah Abang,198,2
25,Pasar Tanah Abang,205,1
25,Pasar Tanah Abang,214,3
25,Pasar Tanah Abang,218,1
25,Pasar Tanah Abang,222,1
25,Pasar Tanah Abang,224,1
25,Pasar Tanah Abang,237,1
25,Pasar Tanah Abang,241,4
25,Pasar Tanah Abang,255,4
25,Pasar Tanah Abang,258,3
25,Pasar Tanah Abang,299,2
26,Pecinan Glodok,16,2
26,Pecinan Glodok,43,2
26,Pecinan Glodok,61,2
26,Pecinan Glodok,62,5
26,Pecinan Glodok,64,1
26,Pecinan Glodok,80,1
26,Pecinan Glodok,84,3
26,Pecinan Glodok,97,3
26,Pecinan Glodok,105,4
26,Pecinan Glodok,108,4
26,Pecinan Glodok,112,3
26,Pecinan Glodok,131,1
26,Pecinan Glodok,142,3
26,Pecinan Glodok,148,2
26,Pecinan Glodok,164,4
26,Pecinan Glodok,184,5
26,Pecinan Glodok,202,2
26,Pecinan Glodok,207,4
26,Pecinan Glodok,213,3
26,Pecinan Glodok,216,2
26,Pecinan Glodok,221,2
26,Pecinan Glodok,250,4
26,Pecinan Glodok,264,2
26,Pecinan Glodok,267,1
27,Sea World,5,2
27,Sea World,12,2
27,Sea World,12,3
27,Sea World,15,3
27,Sea World,17,4
27,Sea World,42,3
27,Sea World,50,3
27,Sea World,63,3
27,Sea World,86,5
27,Sea World,104,3
27,Sea World,106,1
27,Sea World,112,2
27,Sea World,137,5
27,Sea World,137,5
27,Sea World,144,5
27,Sea World,145,4
27,Sea World,168,5
27,Sea World,187,4
27,Sea World,196,1
27,Sea World,237,1
27,Sea World,242,4
27,Sea World,248,2
27,Sea World,257,4
27,Sea World,295,5
28,Wisata Agro Edukatif Istana Susu Cibugary,9,5
28,Wisata Agro Edukatif Istana Susu Cibugary,28,2
28,Wisata Agro Edukatif Istana Susu Cibugary,29,2
28,Wisata Agro Edukatif Istana Susu Cibugary,50,3
28,Wisata Agro Edukatif Istana Susu Cibugary,53,5
28,Wisata Agro Edukatif Istana Susu Cibugary,67,2
28,Wisata Agro Edukatif Istana Susu Cibugary,85,1
28,Wisata Agro Edukatif Istana Susu Cibugary,120,5
28,Wisata Agro Edukatif Istana Susu Cibugary,121,4
28,Wisata Agro Edukatif Istana Susu Cibugary,128,5
28,Wisata Agro Edukatif Istana Susu Cibugary,150,4
28,Wisata Agro Edukatif Istana Susu Cibugary,150,4
28,Wisata Agro Edukatif Istana Susu Cibugary,177,4
28,Wisata Agro Edukatif Istana Susu Cibugary,182,3
28,Wisata Agro Edukatif Istana Susu Cibugary,185,5
28,Wisata Agro Edukatif Istana Susu Cibugary,210,4
28,Wisata Agro Edukatif Istana Susu Cibugary,283,5
28,Wisata Agro Edukatif Istana Susu Cibugary,299,2
29,Wisata Kuliner Pecenongan,23,2
29,Wisata Kuliner Pecenongan,24,3
29,Wisata Kuliner Pecenongan,47,1
29,Wisata Kuliner Pecenongan,71,2
29,Wisata Kuliner Pecenongan,90,4
29,Wisata Kuliner Pecenongan,93,2
29,Wisata Kuliner Pecenongan,103,1
29,Wisata Kuliner Pecenongan,110,1
29,Wisata Kuliner Pecenongan,110,3
29,Wisata Kuliner Pecenongan,117,1
29,Wisata Kuliner Pecenongan,128,3
29,Wisata Kuliner Pecenongan,129,3
29,Wisata Kuliner Pecenongan,135,4
29,Wisata Kuliner Pecenongan,147,2
29,Wisata Kuliner Pecenongan,149,5
29,Wisata Kuliner Pecenongan,172,2
29,Wisata Kuliner Pecenongan,184,2
29,Wisata Kuliner Pecenongan,186,2
29,Wisata Kuliner Pecenongan,204,3
29,Wisata Kuliner Pecenongan,226,4
29,Wisata Kuliner Pecenongan,228,1
29,Wisata Kuliner Pecenongan,228,4
29,Wisata Kuliner Pecenongan,229,3
29,Wisata Kuliner Pecenongan,233,3
29,Wisata Kuliner Pecenongan,246,1
29,Wisata Kuliner Pecenongan,249,4
29,Wisata Kuliner Pecenongan,267,1
29,Wisata Kuliner Pecenongan,268,4
29,Wisata Kuliner Pecenongan,276,4
29,Wisata Kuliner Pecenongan,283,5
29,Wisata Kuliner Pecenongan,288,1
29,Wisata Kuliner Pecenongan,290,4
29,Wisata Kuliner Pecenongan,296,2
30,Taman Menteng,8,3
30,Taman Menteng,9,3
30,Taman Menteng,9,2
30,Taman Menteng,12,5
30,Taman Menteng,16,4
30,Taman Menteng,49,5
30,Taman Menteng,68,4
30,Taman Menteng,88,1
30,Taman Menteng,89,1
30,Taman Menteng,116,3
30,Taman Menteng,153,4
30,Taman Menteng,161,4
30,Taman Menteng,163,5
30,Taman Menteng,170,1
30,Taman Menteng,172,2
30,Taman Menteng,180,3
30,Taman Menteng,201,2
30,Taman Menteng,224,5
30,Taman Menteng,225,5
30,Taman Menteng,242,3
30,Taman Menteng,274,3
30,Taman Menteng,279,2
31,Wisata Alam Mangrove Angke,7,3
31,Wisata Alam Mangrove Angke,46,2
31,Wisata Alam Mangrove Angke,49,2
31,Wisata Alam Mangrove Angke,70,5
31,Wisata Alam Mangrove Angke,89,3
31,Wisata Alam Mangrove Angke,97,3
31,Wisata Alam Mangrove Angke,105,1
31,Wisata Alam Mangrove Angke,111,4
31,Wisata Alam Mangrove Angke,164,1
31,Wisata Alam Mangrove Angke,185,5
31,Wisata Alam Mangrove Angke,187,3
31,Wisata Alam Mangrove Angke,211,5
31,Wisata Alam Mangrove Angke,219,5
31,Wisata Alam Mangrove Angke,249,4
31,Wisata Alam Mangrove Angke,292,5
31,Wisata Alam Mangrove Angke,293,3
32,Setu Babakan,17,2
32,Setu Babakan,29,3
32,Setu Babakan,36,5
32,Setu Babakan,49,4
32,Setu Babakan,65,5
32,Setu Babakan,77,4
32,Setu Babakan,89,3
32,Setu Babakan,90,2
32,Setu Babakan,154,4
32,Setu Babakan,226,1
32,Setu Babakan,238,4
32,Setu Babakan,258,5
32,Setu Babakan,259,3
32,Setu Babakan,266,4
32,Setu Babakan,280,2
33,Taman Suropati,3,4
33,Taman Suropati,17,5
33,Taman Suropati,24,2
33,Taman Suropati,25,4
33,Taman Suropati,51,3
33,Taman Suropati,57,3
33,Taman Suropati,66,4
33,Taman Suropati,67,2
33,Taman Suropati,79,2
33,Taman Suropati,82,4
33,Taman Suropati,85,4
33,Taman Suropati,91,4
33,Taman Suropati,104,3
33,Taman Suropati,112,2
33,Taman Suropati,127,3
33,Taman Suropati,143,2
33,Taman Suropati,157,3
33,Taman Suropati,168,2
33,Taman Suropati,185,2
33,Taman Suropati,192,5
33,Taman Suropati,226,2
33,Taman Suropati,243,1
33,Taman Suropati,273,3
33,Taman Suropati,278,2
33,Taman Suropati,280,2
33,Taman Suropati,294,4
34,Pasar Taman Puring,19,5
34,Pasar Taman Puring,33,3
34,Pasar Taman Puring,37,4
34,Pasar Taman Puring,46,5
34,Pasar Taman Puring,50,4
34,Pasar Taman Puring,72,2
34,Pasar Taman Puring,80,3
34,Pasar Taman Puring,88,3
34,Pasar Taman Puring,97,3
34,Pasar Taman Puring,113,1
34,Pasar Taman Puring,113,1
34,Pasar Taman Puring,119,5
34,Pasar Taman Puring,120,3
34,Pasar Taman Puring,160,2
34,Pasar Taman Puring,162,5
34,Pasar Taman Puring,169,1
34,Pasar Taman Puring,194,2
34,Pasar Taman Puring,201,2
34,Pasar Taman Puring,213,3
34,Pasar Taman Puring,228,2
34,Pasar Taman Puring,242,5
34,Pasar Taman Puring,242,4
34,Pasar Taman Puring,287,5
35,Grand Indonesia Mall,10,4
35,Grand Indonesia Mall,50,2
35,Grand Indonesia Mall,52,5
35,Grand Indonesia Mall,59,3
35,Grand Indonesia Mall,104,1
35,Grand Indonesia Mall,106,4
35,Grand Indonesia Mall,107,3
35,Grand Indonesia Mall,108,2
35,Grand Indonesia Mall,112,1
35,Grand Indonesia Mall,119,3
35,Grand Indonesia Mall,132,5
35,Grand Indonesia Mall,159,3
35,Grand Indonesia Mall,160,3
35,Grand Indonesia Mall,164,1
35,Grand Indonesia Mall,203,2
35,Grand Indonesia Mall,207,5
35,Grand Indonesia Mall,213,3
35,Grand Indonesia Mall,213,4
35,Grand Indonesia Mall,222,4
35,Grand Indonesia Mall,223,2
35,Grand Indonesia Mall,224,4
35,Grand Indonesia Mall,264,4
35,Grand Indonesia Mall,265,3
35,Grand Indonesia Mall,288,1
35,Grand Indonesia Mall,290,4
35,Grand Indonesia Mall,292,1
35,Grand Indonesia Mall,294,4
36,Skyrink - Mall Taman Anggrek,10,4
36,Skyrink - Mall Taman Anggrek,26,5
36,Skyrink - Mall Taman Anggrek,33,2
36,Skyrink - Mall Taman Anggrek,39,5
36,Skyrink - Mall Taman Anggrek,68,4
36,Skyrink - Mall Taman Anggrek,96,3
36,Skyrink - Mall Taman Anggrek,101,5
36,Skyrink - Mall Taman Anggrek,120,3
36,Skyrink - Mall Taman Anggrek,134,5
36,Skyrink - Mall Taman Anggrek,136,1
36,Skyrink - Mall Taman Anggrek,137,3
36,Skyrink - Mall Taman Anggrek,157,2
36,Skyrink - Mall Taman Anggrek,157,2
36,Skyrink - Mall Taman Anggrek,162,3
36,Skyrink - Mall Taman Anggrek,167,3
36,Skyrink - Mall Taman Anggrek,181,1
36,Skyrink - Mall Taman Anggrek,184,5
36,Skyrink - Mall Taman Anggrek,184,5
36,Skyrink - Mall Taman Anggrek,190,4
36,Skyrink - Mall Taman Anggrek,192,1
36,Skyrink - Mall Taman Anggrek,195,3
36,Skyrink - Mall Taman Anggrek,196,4
36,Skyrink - Mall Taman Anggrek,209,4
36,Skyrink - Mall Taman Anggrek,210,3
36,Skyrink - Mall Taman Anggrek,223,3
36,Skyrink - Mall Taman Anggrek,226,5
36,Skyrink - Mall Taman Anggrek,246,3
36,Skyrink - Mall Taman Anggrek,254,3
36,Skyrink - Mall Taman Anggrek,265,2
37,Bumi Perkemahan Cibubur,11,5
37,Bumi Perkemahan Cibubur,17,2
37,Bumi Perkemahan Cibubur,22,5
37,Bumi Perkemahan Cibubur,31,2
