Alam,Hiburan,Kuliner,Olahraga,Rekreasi,Religius,Sejarah Edukasi,Seni Budaya
0.553,0.23199999999999998,0.21080000000000002,0.0,0.39249999999999996,0.11399999999999999,0.348,0.496
0.554,0.29700000000000004,0.2468,0.0,0.39249999999999996,0.11599999999999999,0.351,0.496
0.554,0.29500000000000004,0.2464,0.0,0.3545,0.118,0.351,0.495
0.5549999999999999,0.29500000000000004,0.246,0.0,0.3565,0.12,0.355,0.492
0.5559999999999999,0.303,0.246,0.0,0.3565,0.12,0.558,0.491
0.557,0.382,0.2452,0.0,0.358,0.122,0.558,0.491
0.557,0.319,0.2404,0.0,0.3975,0.124,0.5589999999999999,0.49000000000000005
0.558,0.317,0.41879999999999995,0.0,0.434,0.124,0.5589999999999999,0.536
0.5589999999999999,0.22999999999999998,0.238,0.0,0.5015,0.126,0.5589999999999999,0.491
0.5599999999999999,0.29300000000000004,0.2372,0.0,0.5045,0.126,0.356,0.536
0.562,0.374,0.2524,0.0,0.563,0.128,0.561,0.5349999999999999
0.575,0.373,0.2516,0.0,0.5635,0.134,0.356,0.5349999999999999
0.135,0.372,0.2504,0.0,0.5635,0.13799999999999998,0.358,0.538
0.577,0.37,0.2556,0.0,0.5645,0.13999999999999999,0.563,0.528
0.755,0.368,0.2484,0.0,0.462,0.142,0.558,0.525
1.0,0.367,0.2476,0.0,0.45899999999999996,0.144,0.558,0.523
0.5660000000000001,0.365,0.42679999999999996,0.1,0.4625,0.146,0.5650000000000001,0.523
0.146,0.354,0.2532,0.1,0.46349999999999997,0.148,0.5660000000000001,0.522
0.568,0.353,0.2528,0.1,0.46349999999999997,0.148,0.567,0.522
0.5690000000000001,0.352,0.244,0.10200000000000001,0.46449999999999997,0.152,0.567,0.521
0.151,0.383,0.2432,0.10800000000000001,0.458,0.144,0.568,0.521
0.571,0.388,0.26280000000000003,0.10200000000000001,0.4585,0.144,0.5690000000000001,0.52
0.152,0.389,0.26280000000000003,0.12,0.45899999999999996,0.146,0.5700000000000001,0.519
0.157,0.377,0.26480000000000004,0.11599999999999999,0.251,0.148,0.571,0.519
0.155,0.418,0.27480000000000004,0.11599999999999999,0.2525,0.16599999999999998,0.572,0.518
0.158,0.374,0.26480000000000004,0.11599999999999999,0.5005,0.152,0.5730000000000001,0.517
0.16,0.413,0.2636,0.11599999999999999,0.294,0.154,0.5740000000000001,0.517
0.16299999999999998,0.41,0.262,0.11599999999999999,0.2585,0.16999999999999998,0.37,0.515
0.587,0.40800000000000003,0.2612,0.118,0.2625,0.16,0.577,0.515
0.589,0.404,0.25880000000000003,0.12,0.46849999999999997,0.16399999999999998,0.579,0.513
0.5900000000000001,0.40199999999999997,0.258,0.124,0.45199999999999996,0.16599999999999998,0.581,0.512
0.591,0.4,0.2564,0.11200000000000002,0.48200000000000004,0.16999999999999998,0.561,0.512
0.18,0.41,0.2544,0.11200000000000002,0.491,0.174,0.562,0.51
0.595,0.40700000000000003,0.2528,0.11399999999999999,0.48949999999999994,0.18,0.5860000000000001,0.509
0.597,0.389,0.2512,0.11399999999999999,0.4885,0.184,0.588,0.509
0.599,0.40099999999999997,0.2496,0.11599999999999999,0.46799999999999997,0.188,0.5900000000000001,0.508
0.602,0.399,0.2504,0.118,0.4655,0.192,0.592,0.506
0.603,0.38,0.242,0.12,0.4655,0.196,0.5940000000000001,0.504
0.605,0.376,0.2404,0.12,0.4665,0.2,0.596,0.504
0.607,0.373,0.24359999999999998,0.122,0.4665,0.20400000000000001,0.5980000000000001,0.503
0.608,0.37,0.2472,0.124,0.48650000000000004,0.20600000000000002,0.599,0.502
0.61,0.368,0.2444,0.26,0.504,0.21200000000000002,0.601,0.5
0.612,0.365,0.24359999999999998,0.254,0.5045,0.22400000000000003,0.603,0.499
0.187,0.362,0.2424,0.25,0.504,0.22599999999999998,0.605,0.49800000000000005
0.28900000000000003,0.36,0.388,0.248,0.477,0.22999999999999998,0.607,0.49800000000000005
0.618,0.307,0.23479999999999998,0.13,0.4875,0.23399999999999999,0.609,0.496
0.732,0.304,0.2292,0.16799999999999998,0.4875,0.238,0.611,0.495
0.314,0.3,0.22719999999999999,0.134,0.4875,0.24,0.612,0.495
0.624,0.29700000000000004,0.22599999999999998,0.134,0.4875,0.244,0.614,0.493
0.624,0.258,0.22519999999999998,0.134,0.476,0.248,0.616,0.492
0.627,0.254,0.2232,0.16599999999999998,0.488,0.242,0.618,0.495
0.211,0.251,0.22240000000000001,0.16399999999999998,0.4755,0.246,0.62,0.496
0.21000000000000002,0.248,0.22080000000000002,0.16399999999999998,0.4755,0.256,0.622,0.493
0.303,0.24500000000000002,0.2192,0.13799999999999998,0.4755,0.252,0.623,0.491
0.739,0.242,0.21800000000000003,0.13999999999999999,0.4755,0.252,0.625,0.49000000000000005
0.632,0.248,0.21760000000000002,0.13999999999999999,0.4755,0.252,1.0,0.49000000000000005
0.215,0.286,0.21760000000000002,0.142,0.5055,0.252,1.0,0.5700000000000001
0.209,0.333,0.2192,0.22599999999999998,0.322,0.25,1.0,0.497
0.20800000000000002,0.33399999999999996,0.2204,0.176,0.322,0.25,1.0,0.491
0.209,0.28500000000000003,0.2204,0.22599999999999998,0.322,0.25,1.0,0.5700000000000001
0.209,0.286,0.22000000000000003,0.22599999999999998,0.322,0.25,1.0,0.5700000000000001
0.207,0.33399999999999996,0.22000000000000003,0.176,0.3215,0.25,1.0,0.5690000000000001
0.209,0.281,0.22080000000000002,0.22599999999999998,0.3215,0.25,0.977,0.5700000000000001
0.21000000000000002,0.32999999999999996,0.22959999999999997,0.22599999999999998,0.322,0.25,0.976,0.5700000000000001
0.21000000000000002,0.32799999999999996,0.41200000000000003,0.22599999999999998,0.317,0.25,0.953,0.5690000000000001
0.21000000000000002,0.327,0.2488,0.22599999999999998,0.3175,0.25,0.954,0.489
0.202,0.24100000000000002,0.3052,0.174,0.2925,0.266,0.548,0.5690000000000001
0.20099999999999998,0.24100000000000002,0.266,0.22400000000000003,0.2835,0.154,0.481,0.21400000000000002
0.2,0.32599999999999996,0.42679999999999996,0.22400000000000003,0.28650000000000003,0.152,0.481,0.21400000000000002
0.2,0.32599999999999996,0.378,0.22400000000000003,0.286,0.152,0.5650000000000001,0.21400000000000002
0.2,0.32599999999999996,0.3952,0.22400000000000003,0.2855,0.25,0.49400000000000005,0.548
0.199,0.32599999999999996,0.2596,0.22200000000000003,0.499,0.15,0.493,0.549
0.2,0.327,0.2592,0.144,0.286,0.248,0.481,0.549
0.632,0.327,0.2592,0.144,0.4965,0.248,0.48,0.549
0.20299999999999999,0.37,0.2596,0.146,0.5985,0.248,0.488,0.21400000000000002
0.199,0.309,0.248,0.16999999999999998,0.5955,0.248,0.484,0.21400000000000002
0.198,0.354,0.4344,0.16599999999999998,0.596,0.148,0.483,0.21400000000000002
0.199,0.308,0.5336000000000001,0.16399999999999998,0.40049999999999997,0.146,0.20400000000000001,0.21400000000000002
0.564,0.354,0.4476,0.162,0.40049999999999997,1.0,0.20400000000000001,0.215
0.198,0.354,0.5296000000000001,0.162,0.39,0.146,0.537,0.215
0.199,0.354,0.4436,0.162,0.39,0.27799999999999997,0.202,0.213
0.198,0.353,0.5336000000000001,0.16,0.39049999999999996,0.13999999999999999,0.202,0.21400000000000002
0.563,0.354,0.5336000000000001,0.16999999999999998,0.3765,0.13999999999999999,0.536,0.209
0.564,0.354,0.398,0.16,0.215,0.13799999999999998,0.5650000000000001,0.21400000000000002
0.564,0.577,0.41479999999999995,0.158,0.213,0.13799999999999998,0.564,0.21400000000000002
0.564,0.5780000000000001,0.42160000000000003,0.156,0.21150000000000002,0.136,0.2,0.21600000000000003
0.5740000000000001,0.366,0.386,0.156,0.392,0.136,0.199,0.223
0.193,0.364,0.5224,0.154,0.20950000000000002,0.156,0.199,0.635
0.19,0.364,0.5224,0.154,0.2085,0.136,0.199,0.635
0.189,0.577,0.4208,0.154,0.2045,0.134,0.199,0.635
0.189,0.577,0.4232,0.154,0.20800000000000002,0.15,0.20800000000000002,0.635
0.19,0.577,0.4232,0.152,0.207,0.146,0.21000000000000002,0.636
0.19,0.577,0.4232,0.152,0.2085,0.146,0.2,0.628
0.19,0.577,0.4236,0.152,0.2085,0.152,0.2,0.626
0.19,0.577,0.4232,0.152,0.20800000000000002,0.152,0.199,0.635
0.192,0.576,0.4328,0.152,0.209,0.154,0.2,0.626
0.192,0.576,0.4244,0.152,0.209,0.154,0.20099999999999998,0.626
0.193,0.576,0.422,0.15,0.20550000000000002,0.156,0.20299999999999999,0.636
0.196,0.575,0.42160000000000003,0.15,0.20600000000000002,0.162,0.20400000000000001,0.637
0.199,0.358,0.4176,0.15,0.20800000000000002,0.162,0.21000000000000002,0.22999999999999998
0.202,0.5740000000000001,0.42000000000000004,0.148,0.209,0.16599999999999998,0.20800000000000002,0.638
0.20400000000000001,0.5740000000000001,0.41879999999999995,0.146,0.3435,0.16999999999999998,0.21200000000000002,0.639
0.20800000000000002,0.5730000000000001,0.41879999999999995,0.146,0.344,0.172,0.21400000000000002,0.639
0.21000000000000002,0.5730000000000001,0.414,0.144,0.346,0.154,0.217,0.64
0.21400000000000002,0.572,0.41719999999999996,0.144,0.348,0.158,0.221,0.64
0.217,0.571,0.41719999999999996,0.142,0.34750000000000003,0.16,0.306,0.641
0.221,0.571,0.4168,0.13999999999999999,0.34750000000000003,0.16399999999999998,0.307,0.642
0.225,0.5700000000000001,0.4104,0.13799999999999998,0.34950000000000003,0.16799999999999998,0.309,0.643
0.22799999999999998,0.5690000000000001,0.41200000000000003,0.13799999999999998,0.3505,0.172,0.312,0.643
0.23199999999999998,0.5690000000000001,0.40800000000000003,0.136,0.35150000000000003,0.20400000000000001,0.313,0.644
0.236,0.568,0.4072,0.134,0.353,0.20800000000000002,0.399,0.645
0.24,0.567,0.4088,0.134,0.35550000000000004,0.22400000000000003,0.40199999999999997,0.645
0.24500000000000002,0.5660000000000001,0.40759999999999996,0.132,0.3565,0.21800000000000003,0.592,0.23500000000000001
0.248,0.5660000000000001,0.4024,0.13,0.3565,0.36,0.546,0.647
0.252,0.5650000000000001,0.4476,0.13,0.3585,0.202,0.40599999999999997,0.653
0.256,0.564,0.3996,0.128,0.359,0.316,0.549,0.626
0.259,0.563,0.3988,0.126,0.361,0.32,0.55,0.655
0.263,0.563,0.5808,0.124,0.3625,0.254,0.5509999999999999,0.6559999999999999
0.267,0.562,0.4088,0.122,0.363,0.254,0.603,0.6559999999999999
0.27,0.561,0.3964,0.122,0.364,0.254,0.5519999999999999,0.657
0.274,0.561,0.5696,0.12,0.3675,0.256,0.553,0.658
0.277,0.5599999999999999,0.3936,0.118,0.3665,0.26,0.554,0.8119999999999999
0.27999999999999997,0.5589999999999999,0.398,0.118,0.4205,0.264,0.554,0.8109999999999999
0.28300000000000003,0.5589999999999999,0.392,0.11599999999999999,0.421,0.33999999999999997,0.5559999999999999,0.661
0.28500000000000003,0.558,0.39,0.11599999999999999,0.4255,0.284,0.557,0.737
0.28900000000000003,0.558,0.386,0.11399999999999999,0.42300000000000004,0.24,0.615,0.8130000000000001
0.312,0.557,0.3852,0.11200000000000002,0.425,0.29,0.5589999999999999,0.737
0.296,0.557,0.3936,0.11200000000000002,0.3735,0.256,0.5599999999999999,0.8140000000000001
0.317,0.5559999999999999,0.3752,0.11200000000000002,0.377,0.256,0.5599999999999999,0.8160000000000001
0.302,0.5549999999999999,0.3748,0.11000000000000001,0.5365,0.282,0.561,0.7
0.306,0.554,0.3752,0.10800000000000001,0.373,0.282,0.563,0.313
0.308,0.554,0.3688,0.10800000000000001,0.37,0.286,0.564,0.388
0.312,0.553,0.3688,0.10600000000000001,0.371,0.292,0.627,0.386
0.316,0.22200000000000003,0.3668,0.10400000000000001,0.3745,0.296,0.5650000000000001,0.386
0.318,0.219,0.3668,0.10400000000000001,0.42750000000000005,0.3,0.567,0.384
0.322,0.21600000000000003,0.3688,0.10200000000000001,0.5375,0.284,0.5690000000000001,0.383
0.325,0.215,0.3648,0.1,0.513,0.308,0.5690000000000001,0.383
0.327,0.21400000000000002,0.366,0.1,0.512,0.27999999999999997,0.5690000000000001,0.40800000000000003
0.341,0.5509999999999999,0.366,0.0,0.36150000000000004,0.274,0.635,0.82
0.327,0.5519999999999999,0.3644,0.0,0.36150000000000004,0.272,0.5690000000000001,0.743
0.327,0.5519999999999999,0.3644,0.0,0.36150000000000004,0.272,0.5700000000000001,0.8210000000000001
0.32799999999999996,0.5519999999999999,0.3632,0.0,0.358,0.274,0.457,0.8210000000000001
0.32799999999999996,0.553,0.3632,0.0,0.413,0.272,0.45599999999999996,0.743
0.327,0.554,0.3624,0.0,0.39049999999999996,0.272,0.45599999999999996,0.8210000000000001
0.327,0.5549999999999999,0.3632,0.0,0.39,0.272,0.45599999999999996,0.8210000000000001
0.341,0.5559999999999999,0.3624,0.0,0.39,0.272,0.45599999999999996,0.8210000000000001
0.29300000000000004,0.558,0.3424,0.0,0.357,0.272,0.45599999999999996,0.409
0.279,0.557,0.34199999999999997,0.0,0.357,0.272,0.45599999999999996,0.41100000000000003
0.279,0.558,0.3416,0.0,0.357,0.272,0.45599999999999996,0.41
0.252,0.558,0.34199999999999997,0.0,0.357,0.27,0.45599999999999996,0.41100000000000003
0.252,0.5589999999999999,0.3708,0.0,0.357,0.27,0.45599999999999996,0.398
0.3,0.5589999999999999,0.3708,0.0,0.357,0.27,0.45599999999999996,0.397
0.253,0.5509999999999999,0.3484,0.0,0.359,0.27,0.45599999999999996,0.41200000000000003
0.3,0.5509999999999999,0.3484,0.0,0.5115000000000001,0.27,0.45599999999999996,0.5860000000000001
0.29900000000000004,0.5599999999999999,0.3472,0.0,0.5145,0.27,0.45599999999999996,0.267
0.3,0.553,0.3332,0.0,0.389,0.27,0.457,0.264
0.29900000000000004,0.561,0.3504,0.0,0.389,0.27599999999999997,0.364,0.40800000000000003
0.29900000000000004,0.563,0.35,0.0,0.358,0.27,0.458,0.585
0.298,0.5740000000000001,0.3536,0.0,0.3255,0.268,0.458,0.277
0.29700000000000004,0.572,0.3528,0.0,0.39249999999999996,0.268,0.33399999999999996,0.277
0.609,1.0,0.3536,0.0,0.3645,0.268,0.45899999999999996,0.277
0.24700000000000003,0.5860000000000001,0.3536,0.0,0.3285,0.268,0.304,0.27799999999999997
0.663,0.579,0.3512,0.0,0.354,0.268,0.292,0.27999999999999997
0.658,0.579,0.3044,0.0,0.4425,0.268,0.28500000000000003,0.351
0.20800000000000002,0.477,0.2888,0.0,0.4425,0.268,0.28300000000000003,0.62
0.20800000000000002,0.584,0.2884,0.0,0.41050000000000003,0.268,0.28700000000000003,0.312
0.205,0.476,0.3068,0.0,0.358,0.268,0.603,0.313
0.155,0.476,0.2872,0.0,0.41150000000000003,0.268,0.28700000000000003,0.312
0.205,0.476,0.2872,0.0,0.41150000000000003,0.268,0.298,0.312
0.205,0.476,0.2872,0.0,0.41100000000000003,0.268,0.288,0.312
0.20600000000000002,0.476,0.30920000000000003,0.0,0.413,0.268,0.288,0.312
0.207,0.476,0.2868,0.0,0.413,0.268,0.604,0.313
0.207,0.47400000000000003,0.2864,0.0,0.413,0.27,0.604,0.312
0.209,0.47400000000000003,0.28559999999999997,0.0,0.3655,0.272,0.5549999999999999,0.312
0.20800000000000002,0.47300000000000003,0.2852,0.0,0.3605,0.272,0.23900000000000002,0.475
0.28700000000000003,0.472,0.284,0.0,0.35350000000000004,0.274,0.28500000000000003,0.315
0.641,0.471,0.2832,0.0,0.355,0.27599999999999997,0.28500000000000003,0.47300000000000003
0.642,0.46900000000000003,0.2824,0.0,0.386,0.27799999999999997,0.286,0.314
0.642,0.46900000000000003,0.3068,0.0,0.508,0.27999999999999997,0.417,0.362
0.643,0.46699999999999997,0.3056,0.0,0.33199999999999996,0.282,0.417,0.354
0.21000000000000002,0.58,0.3048,0.0,0.3895,0.284,0.29100000000000004,0.362
0.21200000000000002,0.545,0.3044,0.10800000000000001,0.3195,0.286,0.27799999999999997,0.353
0.21000000000000002,0.563,0.4612,0.11000000000000001,0.3195,0.288,0.595,0.339
0.29900000000000004,0.9490000000000001,0.4608,0.10200000000000001,0.321,0.29,0.294,0.355
0.215,0.9480000000000001,0.4404,0.10200000000000001,0.322,0.29,0.29500000000000004,0.301
0.648,0.495,0.43920000000000003,0.10200000000000001,0.322,0.294,0.29700000000000004,0.302
0.21600000000000003,0.461,0.43879999999999997,0.10200000000000001,0.33399999999999996,0.296,0.3,0.301
0.217,0.45899999999999996,0.4384,0.10200000000000001,0.3355,0.298,0.24900000000000003,0.302
0.65,0.458,0.3448,0.10200000000000001,0.33599999999999997,0.3,0.302,0.302
0.6519999999999999,0.487,0.364,0.10200000000000001,0.3355,0.302,0.602,0.305
0.6519999999999999,0.45499999999999996,0.3832,0.10400000000000001,0.3365,0.304,0.627,0.29100000000000004
0.653,0.45499999999999996,0.38239999999999996,0.10400000000000001,0.337,0.306,0.671,0.292
0.316,0.48200000000000004,0.3612,0.10600000000000001,0.3375,0.308,0.583,0.301
0.655,0.481,0.3816,0.10600000000000001,0.33849999999999997,0.31,0.23900000000000002,0.304
0.6559999999999999,0.479,0.38079999999999997,0.10800000000000001,0.339,0.312,0.236,0.34500000000000003
0.657,0.479,0.3724,0.11399999999999999,0.33999999999999997,0.314,0.315,0.303
0.658,0.476,0.38,0.11000000000000001,0.363,0.316,0.305,0.304
0.22599999999999998,0.476,0.37879999999999997,0.126,0.341,0.266,0.305,0.303
0.22400000000000003,0.47300000000000003,0.37879999999999997,0.11399999999999999,0.34249999999999997,0.268,0.312,0.303
0.233,0.471,0.3052,0.11200000000000002,0.3785,0.272,0.248,0.34199999999999997
0.22799999999999998,0.46900000000000003,0.3032,0.11399999999999999,0.355,0.274,0.32599999999999996,0.303
0.231,0.46799999999999997,0.3512,0.11399999999999999,0.35950000000000004,0.27799999999999997,0.23500000000000001,0.339
0.23399999999999999,0.466,0.3012,0.11599999999999999,0.348,0.282,0.255,0.303
0.23700000000000002,0.49800000000000005,0.3744,0.11599999999999999,0.34900000000000003,0.284,0.277,0.281
0.242,0.46299999999999997,0.3,0.118,0.362,0.288,0.26,0.27799999999999997
0.24500000000000002,0.462,0.2972,0.12,0.35150000000000003,0.292,0.281,0.29100000000000004
0.24700000000000003,0.489,0.2964,0.122,0.3635,0.296,0.284,0.288
0.255,0.485,0.2948,0.122,0.365,0.3,0.6849999999999999,0.282
0.25,0.453,0.2944,0.124,0.3665,0.304,0.363,0.28700000000000003
0.254,0.449,0.3412,0.126,0.5269999999999999,0.308,0.369,0.28900000000000003
0.6809999999999999,0.476,0.3408,0.128,0.3685,0.31,0.372,0.28500000000000003
0.683,0.481,0.3392,0.128,0.5269999999999999,0.314,0.281,0.284
0.6839999999999999,0.481,0.3384,0.13,0.519,0.318,0.288,0.282
0.687,0.47800000000000004,0.3476,0.132,0.3725,0.322,0.29,0.28300000000000003
0.689,0.475,0.346,0.134,0.5275000000000001,0.32799999999999996,0.354,0.303
0.6900000000000001,0.472,0.3444,0.134,0.5285,0.32999999999999996,0.688,0.304
0.692,0.47000000000000003,0.3608,0.136,0.39,0.33599999999999997,0.384,0.623
0.6940000000000001,0.466,0.35960000000000003,0.13799999999999998,0.39049999999999996,0.33999999999999997,0.689,0.28300000000000003
0.696,0.46399999999999997,0.3588,0.13999999999999999,0.3655,0.34199999999999997,0.40199999999999997,0.621
0.6980000000000001,0.461,0.358,0.13999999999999999,0.363,0.348,0.706,0.286
0.6990000000000001,0.45899999999999996,0.2784,0.142,0.368,0.352,0.71,0.618
0.702,0.45599999999999996,0.4404,0.144,0.365,0.356,0.8220000000000001,0.617
0.7030000000000001,0.453,0.4404,0.144,0.3865,0.40599999999999997,0.8220000000000001,0.616
0.705,0.613,0.5187999999999999,0.146,0.3825,0.41,0.72,0.615
0.7070000000000001,0.612,0.4396,0.148,0.377,0.414,0.72,0.614
0.709,0.611,0.438,0.15,0.3785,0.418,0.409,0.613
0.7110000000000001,0.445,0.4384,0.152,0.379,0.42000000000000004,0.729,0.33999999999999997
0.713,0.442,0.4368,0.148,0.384,0.42400000000000004,0.357,0.385
0.7150000000000001,0.44000000000000006,0.4356,0.148,0.384,0.42800000000000005,0.53,0.729
0.728,0.43600000000000005,0.43479999999999996,0.15,0.376,0.43200000000000005,0.5429999999999999,0.901
0.312,0.434,0.4344,0.16,0.374,0.43600000000000005,0.542,0.9
1.0,0.43200000000000005,0.434,0.16,0.379,0.44000000000000006,0.625,0.325
1.0,0.429,0.44480000000000003,0.192,0.3745,0.44400000000000006,0.82,0.33599999999999997
1.0,0.42699999999999994,0.4332,0.182,0.374,0.44800000000000006,0.82,0.502
1.0,0.42300000000000004,0.4328,0.162,0.3705,0.46399999999999997,0.44699999999999995,0.333
1.0,0.421,0.27799999999999997,0.16999999999999998,0.372,0.466,0.449,0.33399999999999996
1.0,0.418,0.2764,0.186,0.373,0.47000000000000003,0.82,0.333
0.742,0.41600000000000004,0.2752,0.2,0.3735,0.47400000000000003,0.898,0.29700000000000004
0.744,0.414,0.27559999999999996,0.198,0.375,0.47800000000000004,0.8949999999999999,0.296
1.0,0.301,0.27280000000000004,0.196,0.376,0.48200000000000004,0.819,0.262
1.0,0.298,0.27080000000000004,0.194,0.384,0.48600000000000004,0.82,0.26
1.0,0.29700000000000004,0.2696,0.16799999999999998,0.385,0.49000000000000005,0.892,0.294
1.0,0.294,0.2616,0.162,0.385,0.49400000000000005,0.8220000000000001,0.294
1.0,0.292,0.26080000000000003,0.16,0.3845,0.496,0.5519999999999999,0.44800000000000006
1.0,0.403,0.2696,0.158,0.385,0.44400000000000006,0.8210000000000001,0.29100000000000004
0.922,0.403,0.2852,0.156,0.3835,0.44000000000000006,0.89,0.292
0.922,0.40499999999999997,0.28559999999999997,0.156,0.3725,0.44000000000000006,0.89,0.585
0.922,0.40700000000000003,0.28559999999999997,0.156,0.3735,0.438,0.891,0.585
0.922,0.40599999999999997,0.28559999999999997,0.156,0.368,0.438,0.891,0.5860000000000001
0.922,0.40700000000000003,0.28559999999999997,0.156,0.373,0.438,0.891,0.5860000000000001
0.922,0.40499999999999997,0.28559999999999997,0.156,0.3735,0.44000000000000006,0.89,0.587
0.674,0.40499999999999997,0.28559999999999997,0.156,0.369,0.44000000000000006,0.89,0.587
0.674,0.40499999999999997,0.2864,0.156,0.369,0.44000000000000006,0.89,0.587
0.674,0.40499999999999997,0.286,0.156,0.3695,0.44000000000000006,0.89,0.587
0.674,0.40599999999999997,0.286,0.156,0.3745,0.44000000000000006,0.89,0.587
0.675,0.40499999999999997,0.2864,0.156,0.3745,0.44000000000000006,0.89,0.5860000000000001
0.675,0.40499999999999997,0.2864,0.156,0.375,0.44000000000000006,0.89,0.5860000000000001
0.675,0.404,0.286,0.156,0.3755,0.442,0.89,0.587
0.922,0.404,0.28959999999999997,0.156,0.371,0.442,0.89,0.5860000000000001
0.922,0.404,0.28959999999999997,0.156,0.371,0.442,0.89,0.5860000000000001
0.678,0.404,0.28759999999999997,0.156,0.371,0.44400000000000006,0.89,0.33599999999999997
0.679,0.40199999999999997,0.2872,0.156,0.3715,0.446,0.889,0.392
0.923,0.4,0.28559999999999997,0.154,0.40099999999999997,0.44800000000000006,0.889,0.33399999999999996
0.6799999999999999,0.399,0.284,0.156,0.3725,0.45199999999999996,0.891,0.335
0.6799999999999999,0.305,0.2832,0.154,0.3735,0.454,0.891,0.388
0.925,0.304,0.28359999999999996,0.154,0.373,0.458,0.8869999999999999,0.333
0.925,0.303,0.2584,0.156,0.40499999999999997,0.462,0.8859999999999999,0.33199999999999996
0.9259999999999999,0.301,0.4412,0.156,0.377,0.466,0.885,0.331
0.6900000000000001,0.29900000000000004,0.27240000000000003,0.156,0.40700000000000003,0.46799999999999997,0.884,0.296
0.9269999999999999,0.301,0.25,0.172,0.5425,0.472,0.884,0.584
0.6940000000000001,0.33799999999999997,0.2472,0.16999999999999998,0.5385,0.476,0.883,0.29500000000000004
